year,state,state_code,county,candidate,party,candidate_votes,total_votes
2008,Alabama,AL,Marshall,John McCain,republican,25727.0,33166
2008,Alabama,AL,Mobile,Barack Obama,democrat,82181.0,181424
2008,Alabama,AL,Mobile,John McCain,republican,98049.0,181424
2008,Alabama,AL,Monroe,Barack Obama,democrat,5025.0,11252
2008,Alabama,AL,Monroe,John McCain,republican,6175.0,11252
2008,Alabama,AL,Montgomery,Barack Obama,democrat,62166.0,104743
2008,Alabama,AL,Montgomery,John McCain,republican,42031.0,104743
2008,Alabama,AL,Morgan,Barack Obama,democrat,13895.0,50542
2008,Alabama,AL,Morgan,John McCain,republican,36014.0,50542
2008,Alabama,AL,Perry,Barack Obama,democrat,4457.0,6159
2008,Alabama,AL,Perry,John McCain,republican,1679.0,6159
2008,Alabama,AL,Pickens,Barack Obama,democrat,4594.0,10067
2008,Alabama,AL,Pickens,John McCain,republican,5434.0,10067
2008,Alabama,AL,Pike,Barack Obama,democrat,5879.0,13955
2008,Alabama,AL,Pike,John McCain,republican,8004.0,13955
2008,Alabama,AL,Randolph,Barack Obama,democrat,3064.0,10384
2008,Alabama,AL,Randolph,John McCain,republican,7175.0,10384
2008,Alabama,AL,Russell,Barack Obama,democrat,10085.0,18915
2008,Alabama,AL,Russell,John McCain,republican,8705.0,18915
2008,Alabama,AL,St. Clair,Barack Obama,democrat,6091.0,34088
2008,Alabama,AL,St. Clair,John McCain,republican,27649.0,34088
2008,Alabama,AL,Shelby,Barack Obama,democrat,20625.0,90643
2008,Alabama,AL,Shelby,John McCain,republican,69060.0,90643
2008,Alabama,AL,Sumter,Barack Obama,democrat,5264.0,7020
2008,Alabama,AL,Sumter,John McCain,republican,1731.0,7020
2008,Alabama,AL,Talladega,Barack Obama,democrat,13779.0,34204
2008,Alabama,AL,Talladega,John McCain,republican,20112.0,34204
2008,Alabama,AL,Tallapoosa,Barack Obama,democrat,6063.0,19311
2008,Alabama,AL,Tallapoosa,John McCain,republican,13116.0,19311
2008,Alabama,AL,Tuscaloosa,Barack Obama,democrat,32796.0,78912
2008,Alabama,AL,Tuscaloosa,John McCain,republican,45405.0,78912
2008,Alabama,AL,Walker,Barack Obama,democrat,7420.0,28652
2008,Alabama,AL,Walker,John McCain,republican,20722.0,28652
2008,Alabama,AL,Washington,Barack Obama,democrat,3067.0,8775
2008,Alabama,AL,Washington,John McCain,republican,5654.0,8775
2008,Alabama,AL,Wilcox,Barack Obama,democrat,4612.0,6494
2008,Alabama,AL,Wilcox,John McCain,republican,1868.0,6494
2008,Alabama,AL,Winston,Barack Obama,democrat,1757.0,10031
2008,Alabama,AL,Winston,John McCain,republican,8103.0,10031
2008,Arizona,AZ,Apache,Barack Obama,democrat,15390.0,24262
2008,Arizona,AZ,Apache,John McCain,republican,8551.0,24262
2008,Arizona,AZ,Cochise,Barack Obama,democrat,18943.0,48820
2008,Arizona,AZ,Cochise,John McCain,republican,29026.0,48820
2008,Arizona,AZ,Coconino,Barack Obama,democrat,31433.0,54344
2008,Arizona,AZ,Coconino,John McCain,republican,22186.0,54344
2008,Arizona,AZ,Gila,Barack Obama,democrat,7884.0,22333
2008,Arizona,AZ,Gila,John McCain,republican,14095.0,22333
2008,Arizona,AZ,Graham,Barack Obama,democrat,3487.0,12007
2008,Arizona,AZ,Graham,John McCain,republican,8376.0,12007
2008,Arizona,AZ,Greenlee,Barack Obama,democrat,1165.0,2913
2008,Arizona,AZ,Greenlee,John McCain,republican,1712.0,2913
2008,Arizona,AZ,La Paz,Barack Obama,democrat,1929.0,5552
2008,Arizona,AZ,La Paz,John McCain,republican,3509.0,5552
2008,Arizona,AZ,Maricopa,Barack Obama,democrat,602166.0,1364962
2008,Arizona,AZ,Maricopa,John McCain,republican,746448.0,1364962
2008,Arizona,AZ,Mohave,Barack Obama,democrat,22092.0,67605
2008,Arizona,AZ,Mohave,John McCain,republican,44333.0,67605
2008,Arizona,AZ,Navajo,Barack Obama,democrat,15579.0,35800
2008,Arizona,AZ,Navajo,John McCain,republican,19761.0,35800
2008,Arizona,AZ,Pima,Barack Obama,democrat,206254.0,393428
2008,Arizona,AZ,Pima,John McCain,republican,182406.0,393428
2008,Arizona,AZ,Pinal,Barack Obama,democrat,44254.0,104883
2008,Arizona,AZ,Pinal,John McCain,republican,59421.0,104883
2008,Arizona,AZ,Santa Cruz,Barack Obama,democrat,8683.0,13303
2008,Arizona,AZ,Santa Cruz,John McCain,republican,4518.0,13303
2008,Arizona,AZ,Yavapai,Barack Obama,democrat,36889.0,99648
2008,Arizona,AZ,Yavapai,John McCain,republican,61192.0,99648
2008,Arizona,AZ,Yuma,Barack Obama,democrat,18559.0,43615
2008,Arizona,AZ,Yuma,John McCain,republican,24577.0,43615
2008,Arkansas,AR,Arkansas,Barack Obama,democrat,2619.0,6978
2008,Arkansas,AR,Arkansas,John McCain,republican,4185.0,6978
2008,Arkansas,AR,Ashley,Barack Obama,democrat,2976.0,8642
2008,Arkansas,AR,Ashley,John McCain,republican,5406.0,8642
2008,Arkansas,AR,Baxter,Barack Obama,democrat,6539.0,19981
2008,Arkansas,AR,Baxter,John McCain,republican,12852.0,19981
2008,Arkansas,AR,Benton,Barack Obama,democrat,23331.0,76073
2008,Arkansas,AR,Benton,John McCain,republican,51124.0,76073
2008,Arkansas,AR,Boone,Barack Obama,democrat,4435.0,15474
2008,Arkansas,AR,Boone,John McCain,republican,10575.0,15474
2008,Arkansas,AR,Bradley,Barack Obama,democrat,1680.0,4041
2008,Arkansas,AR,Bradley,John McCain,republican,2262.0,4041
2008,Arkansas,AR,Calhoun,Barack Obama,democrat,691.0,2217
2008,Arkansas,AR,Calhoun,John McCain,republican,1462.0,2217
2008,Arkansas,AR,Carroll,Barack Obama,democrat,4172.0,10579
2008,Arkansas,AR,Carroll,John McCain,republican,6083.0,10579
2008,Arkansas,AR,Chicot,Barack Obama,democrat,3043.0,5208
2008,Arkansas,AR,Chicot,John McCain,republican,2119.0,5208
2008,Arkansas,AR,Clark,Barack Obama,democrat,4267.0,9094
2008,Arkansas,AR,Clark,John McCain,republican,4608.0,9094
2008,Arkansas,AR,Clay,Barack Obama,democrat,2244.0,5511
2008,Arkansas,AR,Clay,John McCain,republican,3032.0,5511
2008,Arkansas,AR,Cleburne,Barack Obama,democrat,2951.0,11338
2008,Arkansas,AR,Cleburne,John McCain,republican,7962.0,11338
2008,Arkansas,AR,Cleveland,Barack Obama,democrat,911.0,3505
2008,Arkansas,AR,Cleveland,John McCain,republican,2451.0,3505
2008,Arkansas,AR,Columbia,Barack Obama,democrat,3554.0,9558
2008,Arkansas,AR,Columbia,John McCain,republican,5861.0,9558
2008,Arkansas,AR,Conway,Barack Obama,democrat,3149.0,8138
2008,Arkansas,AR,Conway,John McCain,republican,4691.0,8138
2008,Arkansas,AR,Craighead,Barack Obama,democrat,11294.0,30968
2008,Arkansas,AR,Craighead,John McCain,republican,18881.0,30968
2008,Arkansas,AR,Crawford,Barack Obama,democrat,5238.0,20532
2008,Arkansas,AR,Crawford,John McCain,republican,14688.0,20532
2008,Arkansas,AR,Crittenden,Barack Obama,democrat,10330.0,18255
2008,Arkansas,AR,Crittenden,John McCain,republican,7650.0,18255
2008,Arkansas,AR,Cross,Barack Obama,democrat,2580.0,7130
2008,Arkansas,AR,Cross,John McCain,republican,4393.0,7130
2008,Arkansas,AR,Dallas,Barack Obama,democrat,1471.0,3318
2008,Arkansas,AR,Dallas,John McCain,republican,1757.0,3318
2008,Arkansas,AR,Desha,Barack Obama,democrat,2569.0,4678
2008,Arkansas,AR,Desha,John McCain,republican,1999.0,4678
2008,Arkansas,AR,Drew,Barack Obama,democrat,2598.0,6610
2008,Arkansas,AR,Drew,John McCain,republican,3860.0,6610
2008,Arkansas,AR,Faulkner,Barack Obama,democrat,14955.0,41179
2008,Arkansas,AR,Faulkner,John McCain,republican,25362.0,41179
2008,Arkansas,AR,Franklin,Barack Obama,democrat,1869.0,6475
2008,Arkansas,AR,Franklin,John McCain,republican,4411.0,6475
2008,Arkansas,AR,Fulton,Barack Obama,democrat,1819.0,4676
2008,Arkansas,AR,Fulton,John McCain,republican,2702.0,4676
2008,Arkansas,AR,Garland,Barack Obama,democrat,15899.0,43719
2008,Arkansas,AR,Garland,John McCain,republican,26825.0,43719
2008,Arkansas,AR,Grant,Barack Obama,democrat,1562.0,6793
2008,Arkansas,AR,Grant,John McCain,republican,5023.0,6793
2008,Arkansas,AR,Greene,Barack Obama,democrat,4541.0,13612
2008,Arkansas,AR,Greene,John McCain,republican,8578.0,13612
2008,Arkansas,AR,Hempstead,Barack Obama,democrat,2869.0,7349
2008,Arkansas,AR,Hempstead,John McCain,republican,4273.0,7349
2008,Arkansas,AR,Hot Spring,Barack Obama,democrat,4288.0,11955
2008,Arkansas,AR,Hot Spring,John McCain,republican,7209.0,11955
2008,Arkansas,AR,Howard,Barack Obama,democrat,1746.0,4846
2008,Arkansas,AR,Howard,John McCain,republican,2957.0,4846
2008,Arkansas,AR,Independence,Barack Obama,democrat,3688.0,12299
2008,Arkansas,AR,Independence,John McCain,republican,8255.0,12299
2008,Arkansas,AR,Izard,Barack Obama,democrat,1792.0,5218
2008,Arkansas,AR,Izard,John McCain,republican,3193.0,5218
2008,Arkansas,AR,Jackson,Barack Obama,democrat,2207.0,5582
2008,Arkansas,AR,Jackson,John McCain,republican,3118.0,5582
2008,Arkansas,AR,Jefferson,Barack Obama,democrat,18465.0,29689
2008,Arkansas,AR,Jefferson,John McCain,republican,10655.0,29689
2008,Arkansas,AR,Johnson,Barack Obama,democrat,3034.0,8180
2008,Arkansas,AR,Johnson,John McCain,republican,4922.0,8180
2008,Arkansas,AR,Lafayette,Barack Obama,democrat,1133.0,2902
2008,Arkansas,AR,Lafayette,John McCain,republican,1685.0,2902
2008,Arkansas,AR,Lawrence,Barack Obama,democrat,2138.0,5830
2008,Arkansas,AR,Lawrence,John McCain,republican,3357.0,5830
2008,Arkansas,AR,Lee,Barack Obama,democrat,2263.0,3763
2008,Arkansas,AR,Lee,John McCain,republican,1454.0,3763
2008,Arkansas,AR,Lincoln,Barack Obama,democrat,1710.0,4406
2008,Arkansas,AR,Lincoln,John McCain,republican,2513.0,4406
2008,Arkansas,AR,Little River,Barack Obama,democrat,1753.0,5152
2008,Arkansas,AR,Little River,John McCain,republican,3247.0,5152
2008,Arkansas,AR,Logan,Barack Obama,democrat,2286.0,7907
2008,Arkansas,AR,Logan,John McCain,republican,5350.0,7907
2008,Arkansas,AR,Lonoke,Barack Obama,democrat,5968.0,23741
2008,Arkansas,AR,Lonoke,John McCain,republican,17242.0,23741
2008,Arkansas,AR,Madison,Barack Obama,democrat,2144.0,6328
2008,Arkansas,AR,Madison,John McCain,republican,3972.0,6328
2008,Arkansas,AR,Marion,Barack Obama,democrat,2384.0,7162
2008,Arkansas,AR,Marion,John McCain,republican,4524.0,7162
2008,Arkansas,AR,Miller,Barack Obama,democrat,4869.0,15063
2008,Arkansas,AR,Miller,John McCain,republican,9913.0,15063
2008,Arkansas,AR,Mississippi,Barack Obama,democrat,6667.0,14010
2008,Arkansas,AR,Mississippi,John McCain,republican,6976.0,14010
2008,Arkansas,AR,Monroe,Barack Obama,democrat,1615.0,3449
2008,Arkansas,AR,Monroe,John McCain,republican,1754.0,3449
2008,Arkansas,AR,Montgomery,Barack Obama,democrat,1092.0,3622
2008,Arkansas,AR,Montgomery,John McCain,republican,2365.0,3622
2008,Arkansas,AR,Nevada,Barack Obama,democrat,1474.0,3635
2008,Arkansas,AR,Nevada,John McCain,republican,2062.0,3635
2008,Arkansas,AR,Newton,Barack Obama,democrat,1182.0,3960
2008,Arkansas,AR,Newton,John McCain,republican,2588.0,3960
2008,Arkansas,AR,Ouachita,Barack Obama,democrat,4346.0,9960
2008,Arkansas,AR,Ouachita,John McCain,republican,5427.0,9960
2008,Arkansas,AR,Perry,Barack Obama,democrat,1352.0,4279
2008,Arkansas,AR,Perry,John McCain,republican,2743.0,4279
2008,Arkansas,AR,Phillips,Barack Obama,democrat,5695.0,8969
2008,Arkansas,AR,Phillips,John McCain,republican,3097.0,8969
2008,Arkansas,AR,Pike,Barack Obama,democrat,1089.0,3966
2008,Arkansas,AR,Pike,John McCain,republican,2727.0,3966
2008,Arkansas,AR,Poinsett,Barack Obama,democrat,2742.0,7928
2008,Arkansas,AR,Poinsett,John McCain,republican,4903.0,7928
2008,Arkansas,AR,Polk,Barack Obama,democrat,1957.0,7681
2008,Arkansas,AR,Polk,John McCain,republican,5473.0,7681
2008,Arkansas,AR,Pope,Barack Obama,democrat,6002.0,22079
2008,Arkansas,AR,Pope,John McCain,republican,15568.0,22079
2008,Arkansas,AR,Prairie,Barack Obama,democrat,1048.0,3381
2008,Arkansas,AR,Prairie,John McCain,republican,2223.0,3381
2008,Arkansas,AR,Pulaski,Barack Obama,democrat,88854.0,161343
2008,Arkansas,AR,Pulaski,John McCain,republican,70212.0,161343
2008,Arkansas,AR,Randolph,Barack Obama,democrat,2469.0,6319
2008,Arkansas,AR,Randolph,John McCain,republican,3615.0,6319
2008,Arkansas,AR,St. Francis,Barack Obama,democrat,5486.0,9505
2008,Arkansas,AR,St. Francis,John McCain,republican,3917.0,9505
2008,Arkansas,AR,Saline,Barack Obama,democrat,12695.0,44653
2008,Arkansas,AR,Saline,John McCain,republican,30981.0,44653
2008,Arkansas,AR,Scott,Barack Obama,democrat,1053.0,3995
2008,Arkansas,AR,Scott,John McCain,republican,2791.0,3995
2008,Arkansas,AR,Searcy,Barack Obama,democrat,961.0,3847
2008,Arkansas,AR,Searcy,John McCain,republican,2726.0,3847
2008,Arkansas,AR,Sebastian,Barack Obama,democrat,13673.0,43212
2008,Arkansas,AR,Sebastian,John McCain,republican,28637.0,43212
2008,Arkansas,AR,Sevier,Barack Obama,democrat,1291.0,4580
2008,Arkansas,AR,Sevier,John McCain,republican,3125.0,4580
2008,Arkansas,AR,Sharp,Barack Obama,democrat,2436.0,7252
2008,Arkansas,AR,Sharp,John McCain,republican,4535.0,7252
2008,Arkansas,AR,Stone,Barack Obama,democrat,1598.0,5324
2008,Arkansas,AR,Stone,John McCain,republican,3534.0,5324
2008,Arkansas,AR,Union,Barack Obama,democrat,6190.0,17179
2008,Arkansas,AR,Union,John McCain,republican,10677.0,17179
2008,Arkansas,AR,Van Buren,Barack Obama,democrat,2151.0,6703
2008,Arkansas,AR,Van Buren,John McCain,republican,4276.0,6703
2008,Arkansas,AR,Washington,Barack Obama,democrat,29021.0,68380
2008,Arkansas,AR,Washington,John McCain,republican,37963.0,68380
2008,Arkansas,AR,White,Barack Obama,democrat,6732.0,26955
2008,Arkansas,AR,White,John McCain,republican,19467.0,26955
2008,Arkansas,AR,Woodruff,Barack Obama,democrat,1412.0,2761
2008,Arkansas,AR,Woodruff,John McCain,republican,1206.0,2761
2008,Arkansas,AR,Yell,Barack Obama,democrat,2003.0,6036
2008,Arkansas,AR,Yell,John McCain,republican,3808.0,6036
2008,California,CA,Alameda,Barack Obama,democrat,489106.0,621029
2008,California,CA,Alameda,John McCain,republican,119555.0,621029
2008,California,CA,Alpine,Barack Obama,democrat,422.0,692
2008,California,CA,Alpine,John McCain,republican,252.0,692
2008,California,CA,Amador,Barack Obama,democrat,7813.0,18810
2008,California,CA,Amador,John McCain,republican,10561.0,18810
2008,California,CA,Butte,Barack Obama,democrat,49013.0,98325
2008,California,CA,Butte,John McCain,republican,46706.0,98325
2008,California,CA,Calaveras,Barack Obama,democrat,9813.0,23306
2008,California,CA,Calaveras,John McCain,republican,12835.0,23306
2008,California,CA,Colusa,Barack Obama,democrat,2569.0,6429
2008,California,CA,Colusa,John McCain,republican,3733.0,6429
2008,California,CA,Contra Costa,Barack Obama,democrat,306983.0,451650
2008,California,CA,Contra Costa,John McCain,republican,136436.0,451650
2008,California,CA,Del Norte,Barack Obama,democrat,4323.0,9531
2008,California,CA,Del Norte,John McCain,republican,4967.0,9531
2008,California,CA,El Dorado,Barack Obama,democrat,40529.0,92926
2008,California,CA,El Dorado,John McCain,republican,50314.0,92926
2008,California,CA,Fresno,Barack Obama,democrat,136706.0,272289
2008,California,CA,Fresno,John McCain,republican,131015.0,272289
2008,California,CA,Glenn,Barack Obama,democrat,3734.0,9879
2008,California,CA,Glenn,John McCain,republican,5910.0,9879
2008,California,CA,Humboldt,Barack Obama,democrat,39692.0,63727
2008,California,CA,Humboldt,John McCain,republican,21713.0,63727
2008,California,CA,Imperial,Barack Obama,democrat,24162.0,38820
2008,California,CA,Imperial,John McCain,republican,14008.0,38820
2008,California,CA,Inyo,Barack Obama,democrat,3743.0,8533
2008,California,CA,Inyo,John McCain,republican,4523.0,8533
2008,California,CA,Kern,Barack Obama,democrat,93457.0,232850
2008,California,CA,Kern,John McCain,republican,134793.0,232850
2008,California,CA,Kings,Barack Obama,democrat,14747.0,35108
2008,California,CA,Kings,John McCain,republican,19710.0,35108
2008,California,CA,Lake,Barack Obama,democrat,14854.0,25542
2008,California,CA,Lake,John McCain,republican,9935.0,25542
2008,California,CA,Lassen,Barack Obama,democrat,3586.0,11387
2008,California,CA,Lassen,John McCain,republican,7483.0,11387
2008,California,CA,Los Angeles,Barack Obama,democrat,2295853.0,3318248
2008,California,CA,Los Angeles,John McCain,republican,956425.0,3318248
2008,California,CA,Madera,Barack Obama,democrat,17952.0,42355
2008,California,CA,Madera,John McCain,republican,23583.0,42355
2008,California,CA,Marin,Barack Obama,democrat,109320.0,140197
2008,California,CA,Marin,John McCain,republican,28384.0,140197
2008,California,CA,Mariposa,Barack Obama,democrat,4100.0,9651
2008,California,CA,Mariposa,John McCain,republican,5298.0,9651
2008,California,CA,Mendocino,Barack Obama,democrat,27843.0,40016
2008,California,CA,Mendocino,John McCain,republican,10721.0,40016
2008,California,CA,Merced,Barack Obama,democrat,34031.0,63808
2008,California,CA,Merced,John McCain,republican,28704.0,63808
2008,California,CA,Modoc,Barack Obama,democrat,1313.0,4420
2008,California,CA,Modoc,John McCain,republican,2981.0,4420
2008,California,CA,Mono,Barack Obama,democrat,3093.0,5571
2008,California,CA,Mono,John McCain,republican,2354.0,5571
2008,California,CA,Monterey,Barack Obama,democrat,88453.0,129783
2008,California,CA,Monterey,John McCain,republican,38797.0,129783
2008,California,CA,Napa,Barack Obama,democrat,38849.0,59642
2008,California,CA,Napa,John McCain,republican,19484.0,59642
2008,California,CA,Nevada,Barack Obama,democrat,28617.0,55647
2008,California,CA,Nevada,John McCain,republican,25663.0,55647
2008,California,CA,Orange,Barack Obama,democrat,549558.0,1153687
2008,California,CA,Orange,John McCain,republican,579064.0,1153687
2008,California,CA,Placer,Barack Obama,democrat,75112.0,173107
2008,California,CA,Placer,John McCain,republican,94647.0,173107
2008,California,CA,Plumas,Barack Obama,democrat,4715.0,11028
2008,California,CA,Plumas,John McCain,republican,6035.0,11028
2008,California,CA,Riverside,Barack Obama,democrat,325017.0,647299
2008,California,CA,Riverside,John McCain,republican,310041.0,647299
2008,California,CA,Sacramento,Barack Obama,democrat,316506.0,541101
2008,California,CA,Sacramento,John McCain,republican,213583.0,541101
2008,California,CA,San Benito,Barack Obama,democrat,11917.0,19705
2008,California,CA,San Benito,John McCain,republican,7425.0,19705
2008,California,CA,San Bernardino,Barack Obama,democrat,315720.0,606334
2008,California,CA,San Bernardino,John McCain,republican,277408.0,606334
2008,California,CA,San Diego,Barack Obama,democrat,666581.0,1231047
2008,California,CA,San Diego,John McCain,republican,541032.0,1231047
2008,California,CA,San Francisco,Barack Obama,democrat,322220.0,382865
2008,California,CA,San Francisco,John McCain,republican,52292.0,382865
2008,California,CA,San Joaquin,Barack Obama,democrat,113974.0,209349
2008,California,CA,San Joaquin,John McCain,republican,91607.0,209349
2008,California,CA,San Luis Obispo,Barack Obama,democrat,68176.0,132653
2008,California,CA,San Luis Obispo,John McCain,republican,61055.0,132653
2008,California,CA,San Mateo,Barack Obama,democrat,222826.0,303292
2008,California,CA,San Mateo,John McCain,republican,75057.0,303292
2008,California,CA,Santa Barbara,Barack Obama,democrat,105614.0,174912
2008,California,CA,Santa Barbara,John McCain,republican,65585.0,174912
2008,California,CA,Santa Clara,Barack Obama,democrat,462241.0,665589
2008,California,CA,Santa Clara,John McCain,republican,190039.0,665589
2008,California,CA,Santa Cruz,Barack Obama,democrat,98745.0,127483
2008,California,CA,Santa Cruz,John McCain,republican,25244.0,127483
2008,California,CA,Shasta,Barack Obama,democrat,28867.0,80390
2008,California,CA,Shasta,John McCain,republican,49588.0,80390
2008,California,CA,Sierra,Barack Obama,democrat,743.0,1991
2008,California,CA,Sierra,John McCain,republican,1158.0,1991
2008,California,CA,Siskiyou,Barack Obama,democrat,9292.0,21470
2008,California,CA,Siskiyou,John McCain,republican,11520.0,21470
2008,California,CA,Solano,Barack Obama,democrat,102095.0,160973
2008,California,CA,Solano,John McCain,republican,56035.0,160973
2008,California,CA,Sonoma,Barack Obama,democrat,168888.0,229351
2008,California,CA,Sonoma,John McCain,republican,55127.0,229351
2008,California,CA,Stanislaus,Barack Obama,democrat,80279.0,161015
2008,California,CA,Stanislaus,John McCain,republican,77497.0,161015
2008,California,CA,Sutter,Barack Obama,democrat,13412.0,32941
2008,California,CA,Sutter,John McCain,republican,18911.0,32941
2008,California,CA,Tehama,Barack Obama,democrat,8945.0,24436
2008,California,CA,Tehama,John McCain,republican,14843.0,24436
2008,California,CA,Trinity,Barack Obama,democrat,3233.0,6374
